id,gid,x,y,v_x,v_y,radius,time
5,5,-5.519756,-5.519857,0.543313,0.542953,0.500000,0.400000
6,6,0.000000,-7.801211,0.000000,0.787812,0.500000,0.400000
7,7,5.536544,-5.536427,-0.476818,0.477243,0.500000,0.400000
0,0,7.771147,0.000074,-0.804127,0.000260,0.500000,0.450000
1,1,5.513831,5.513829,-0.502530,-0.502537,0.500000,0.450000
2,2,0.000065,7.762126,0.000231,-0.835822,0.500000,0.450000
3,3,-5.493734,5.493772,0.573146,-0.573011,0.500000,0.450000
4,4,-7.794065,0.000048,0.723597,0.000171,0.500000,0.450000
5,5,-5.490537,-5.490657,0.584378,0.583991,0.500000,0.450000
6,6,0.000000,-7.758844,0.000000,0.847357,0.500000,0.450000
7,7,5.510902,-5.510762,-0.512857,0.513314,0.500000,0.450000
0,0,7.728397,0.000088,-0.854983,0.000277,0.500000,0.500000
1,1,5.487115,5.487113,-0.534312,-0.534320,0.500000,0.500000
2,2,0.000078,7.717692,0.000246,-0.888683,0.500000,0.500000
3,3,-5.463264,5.463310,0.609394,-0.609250,0.500000,0.500000
4,4,-7.755597,0.000057,0.769361,0.000182,0.500000,0.500000
5,5,-5.459470,-5.459611,0.621337,0.620924,0.500000,0.500000
6,6,0.000000,-7.713796,0.000000,0.900947,0.500000,0.500000
7,7,5.483637,-5.483473,-0.545292,0.545778,0.500000,0.500000
0,0,7.683360,0.000102,-0.900754,0.000291,0.500000,0.550000
1,1,5.458969,5.458966,-0.562916,-0.562924,0.500000,0.550000
2,2,0.000091,7.670879,0.000259,-0.936257,0.500000,0.550000
3,3,-5.431163,5.431216,0.642017,-0.641866,0.500000,0.550000
4,4,-7.715070,0.000067,0.810547,0.000192,0.500000,0.550000
5,5,-5.426740,-5.426903,0.654599,0.654165,0.500000,0.550000
6,6,0.000000,-7.666337,0.000000,0.949178,0.500000,0.550000
7,7,5.454913,-5.454723,-0.574484,0.574996,0.500000,0.550000
0,0,7.636262,0.000118,-0.941948,0.000305,0.500000,0.600000
1,1,5.429536,5.429533,-0.588660,-0.588668,0.500000,0.600000
2,2,0.000104,7.621926,0.000270,-0.979075,0.500000,0.600000
3,3,-5.397594,5.397655,0.671378,-0.671220,0.500000,0.600000
4,4,-7.672689,0.000077,0.847616,0.000201,0.500000,0.600000
5,5,-5.392513,-5.392699,0.684536,0.684082,0.500000,0.600000
6,6,0.000000,-7.616708,0.000000,0.992587,0.500000,0.600000
7,7,5.424875,-5.424658,-0.600756,0.601292,0.500000,0.600000
0,0,7.587311,0.000133,-0.979022,0.000317,0.500000,0.650000
1,1,5.398945,5.398941,-0.611829,-0.611838,0.500000,0.650000
2,2,0.000118,7.571045,0.000281,-1.017610,0.500000,0.650000
3,3,-5.362704,5.362773,0.697803,-0.697638,0.500000,0.650000
4,4,-7.628640,0.000087,0.880977,0.000208,0.500000,0.650000
5,5,-5.356939,-5.357148,0.711478,0.711006,0.500000,0.650000
6,6,0.000000,-7.565125,0.000000,1.031654,0.500000,0.650000
7,7,5.393655,-5.393410,-0.624402,0.624958,0.500000,0.650000
0,0,7.536692,0.000150,-1.012389,0.000327,0.500000,0.700000
1,1,5.367311,5.367307,-0.632681,-0.632690,0.500000,0.700000
2,2,0.000133,7.518430,0.000291,-1.052292,0.500000,0.700000
3,3,-5.326625,5.326703,0.721585,-0.721415,0.500000,0.700000
4,4,-7.583090,0.000098,0.911002,0.000216,0.500000,0.700000
5,5,-5.320153,-5.320386,0.735727,0.735239,0.500000,0.700000
6,6,0.000000,-7.511785,0.000000,1.066814,0.500000,0.700000
7,7,5.361371,-5.361097,-0.645682,0.646258,0.500000,0.700000
0,0,7.484571,0.000167,-1.042419,0.000337,0.500000,0.750000
1,1,5.334738,5.334734,-0.651448,-0.651457,0.500000,0.750000
2,2,0.000148,7.464255,0.000299,-1.083506,0.500000,0.750000
3,3,-5.289475,5.289562,0.742990,-0.742814,0.500000,0.750000
4,4,-7.536189,0.000109,0.938025,0.000222,0.500000,0.750000
5,5,-5.282275,-5.282534,0.757550,0.757048,0.500000,0.750000
6,6,0.000000,-7.456862,0.000000,1.098459,0.500000,0.750000
7,7,5.328129,-5.327826,-0.664835,0.665428,0.500000,0.750000
0,0,7.431099,0.000184,-1.069446,0.000346,0.500000,0.800000
1,1,5.301321,5.301316,-0.668338,-0.668348,0.500000,0.800000
2,2,0.000163,7.408675,0.000307,-1.111598,0.500000,0.800000
3,3,-5.251363,5.251458,0.762253,-0.762073,0.500000,0.800000
4,4,-7.488072,0.000120,0.962346,0.000228,0.500000,0.800000
5,5,-5.243416,-5.243700,0.777192,0.776676,0.500000,0.800000
6,6,0.000000,-7.400515,0.000000,1.126939,0.500000,0.800000
7,7,5.294025,-5.293692,-0.682072,0.682680,0.500000,0.800000
0,0,7.376410,0.000202,-1.093770,0.000354,0.500000,0.850000
1,1,5.267144,5.267139,-0.683540,-0.683549,0.500000,0.850000
2,2,0.000179,7.351831,0.000314,-1.136881,0.500000,0.850000
3,3,-5.212383,5.212488,0.779591,-0.779407,0.500000,0.850000
4,4,-7.438860,0.000132,0.984234,0.000233,0.500000,0.850000
5,5,-5.203672,-5.203983,0.794869,0.794342,0.500000,0.850000
6,6,0.000000,-7.342886,0.000000,1.152571,0.500000,0.850000
7,7,5.259146,-5.258782,-0.697586,0.698208,0.500000,0.850000
0,0,7.320627,0.000220,-1.115662,0.000361,0.500000,0.900000
1,1,5.232283,5.232277,-0.697221,-0.697231,0.500000,0.900000
2,2,0.000195,7.293849,0.000320,-1.159636,0.500000,0.900000
3,3,-5.172623,5.172738,0.795194,-0.795007,0.500000,0.900000
4,4,-7.388663,0.000144,1.003934,0.000238,0.500000,0.900000
5,5,-5.163134,-5.163471,0.810778,0.810240,0.500000,0.900000
6,6,0.000000,-7.284104,0.000000,1.175640,0.500000,0.900000
7,7,5.223569,-5.223173,-0.711548,0.712183,0.500000,0.900000
0,0,7.263859,0.000238,-1.135365,0.000367,0.500000,0.950000
1,1,5.196807,5.196800,-0.709534,-0.709544,0.500000,0.950000
2,2,0.000211,7.234844,0.000326,-1.180116,0.500000,0.950000
3,3,-5.132161,5.132285,0.809237,-0.809047,0.500000,0.950000
4,4,-7.337580,0.000156,1.021663,0.000242,0.500000,0.950000
5,5,-5.121879,-5.122244,0.825097,0.824549,0.500000,0.950000
6,6,0.000000,-7.224284,0.000000,1.196402,0.500000,0.950000
7,7,5.187363,-5.186935,-0.724114,0.724760,0.500000,0.950000
0,0,7.206204,0.000257,-1.153097,0.000373,0.500000,1.000000
1,1,5.160776,5.160769,-0.720616,-0.720626,0.500000,1.000000
2,2,0.000228,7.174916,0.000331,-1.198547,0.500000,1.000000
3,3,-5.091068,5.091201,0.821876,-0.821682,0.500000,1.000000
4,4,-7.285699,0.000168,1.037620,0.000246,0.500000,1.000000
5,5,-5.079980,-5.080372,0.837983,0.837427,0.500000,1.000000
6,6,0.000000,-7.163530,0.000000,1.215088,0.500000,1.000000
7,7,5.150592,-5.150131,-0.735424,0.736079,0.500000,1.000000
0,0,7.147751,0.000276,-1.169057,0.000378,0.500000,1.050000
1,1,5.124246,5.124239,-0.730589,-0.730600,0.500000,1.050000
2,2,0.000244,7.114159,0.000336,-1.215135,0.500000,1.050000
3,3,-5.049405,5.049548,0.833251,-0.833055,0.500000,1.050000
4,4,-7.233100,0.000181,1.051981,0.000249,0.500000,1.050000
5,5,-5.037500,-5.037921,0.849581,0.849018,0.500000,1.050000
6,6,0.000000,-7.101934,0.000000,1.231905,0.500000,1.050000
7,7,5.113312,-5.112817,-0.745602,0.746267,0.500000,1.050000
0,0,7.088580,0.000295,-1.183420,0.000383,0.500000,1.100000
1,1,5.087268,5.087260,-0.739565,-0.739576,0.500000,1.100000
2,2,0.000261,7.052656,0.000340,-1.230065,0.500000,1.100000
3,3,-5.007231,5.007384,0.843489,-0.843290,0.500000,1.100000
4,4,-7.179855,0.000193,1.064906,0.000252,0.500000,1.100000
5,5,-4.994499,-4.994949,0.860019,0.859449,0.500000,1.100000
6,6,0.000000,-7.039582,0.000000,1.247041,0.500000,1.100000
7,7,5.075574,-5.075045,-0.754763,0.755436,0.500000,1.100000
0,0,7.028763,0.000314,-1.196347,0.000387,0.500000,1.150000
1,1,5.049886,5.049877,-0.747644,-0.747655,0.500000,1.150000
2,2,0.000279,6.990481,0.000344,-1.243501,0.500000,1.150000
3,3,-4.964595,4.964759,0.852703,-0.852502,0.500000,1.150000
4,4,-7.126028,0.000206,1.076538,0.000255,0.500000,1.150000
5,5,-4.951029,-4.951507,0.869414,0.868837,0.500000,1.150000
6,6,0.000000,-6.976549,0.000000,1.260663,0.500000,1.150000
7,7,5.037423,-5.036861,-0.763008,0.763688,0.500000,1.150000
0,0,6.968364,0.000334,-1.207981,0.000391,0.500000,1.200000
1,1,5.012140,5.012131,-0.754915,-0.754925,0.500000,1.200000
2,2,0.000296,6.927701,0.000347,-1.255594,0.500000,1.200000
3,3,-4.921546,4.921719,0.860995,-0.860792,0.500000,1.200000
4,4,-7.071677,0.000219,1.087007,0.000257,0.500000,1.200000
5,5,-4.907135,-4.907643,0.877869,0.877286,0.500000,1.200000
6,6,0.000000,-6.912903,0.000000,1.272922,0.500000,1.200000
7,7,4.998902,-4.998305,-0.770428,0.771114,0.500000,1.200000
0,0,6.907441,0.000353,-1.218452,0.000394,0.500000,1.250000
1,1,4.974067,4.974058,-0.761458,-0.761469,0.500000,1.250000
2,2,0.000313,6.864378,0.000350,-1.266478,0.500000,1.250000
3,3,-4.878123,4.878307,0.868458,-0.868253,0.500000,1.250000
4,4,-7.016856,0.000232,1.096430,0.000259,0.500000,1.250000
5,5,-4.862861,-4.863398,0.885478,0.884891,0.500000,1.250000
6,6,0.000000,-6.848705,0.000000,1.283956,0.500000,1.250000
7,7,4.960046,-4.959415,-0.777106,0.777799,0.500000,1.250000
0,0,6.846047,0.000373,-1.227876,0.000397,0.500000,1.300000
1,1,4.935700,4.935690,-0.767348,-0.767358,0.500000,1.300000
2,2,0.000331,6.800564,0.000353,-1.276273,0.500000,1.300000
3,3,-4.834364,4.834558,0.875175,-0.874969,0.500000,1.300000
4,4,-6.961610,0.000245,1.104910,0.000261,0.500000,1.300000
5,5,-4.818245,-4.818811,0.892327,0.891735,0.500000,1.300000
6,6,0.000000,-6.784011,0.000000,1.293886,0.500000,1.300000
7,7,4.920891,-4.920225,-0.783116,0.783814,0.500000,1.300000
0,0,6.784229,0.000393,-1.236357,0.000400,0.500000,1.350000
1,1,4.897067,4.897057,-0.772648,-0.772659,0.500000,1.350000
2,2,0.000349,6.736309,0.000355,-1.285089,0.500000,1.350000
3,3,-4.790303,4.790507,0.881220,-0.881012,0.500000,1.350000
4,4,-6.905983,0.000258,1.112542,0.000263,0.500000,1.350000
5,5,-4.773321,-4.773917,0.898490,0.897894,0.500000,1.350000
6,6,0.000000,-6.718870,0.000000,1.302824,0.500000,1.350000
7,7,4.881464,-4.880763,-0.788525,0.789228,0.500000,1.350000
0,0,6.722030,0.000413,-1.243991,0.000402,0.500000,1.400000
1,1,4.858197,4.858185,-0.777418,-0.777429,0.500000,1.400000
2,2,0.000367,6.671658,0.000357,-1.293023,0.500000,1.400000
3,3,-4.745970,4.746185,0.886661,-0.886452,0.500000,1.400000
4,4,-6.850013,0.000271,1.119411,0.000265,0.500000,1.400000
5,5,-4.728119,-4.728745,0.904038,0.903438,0.500000,1.400000
6,6,0.000000,-6.653326,0.000000,1.310867,0.500000,1.400000
7,7,4.841795,-4.841058,-0.793394,0.794101,0.500000,1.400000
0,0,6.659487,0.000434,-1.250861,0.000405,0.500000,1.450000
1,1,4.819111,4.819099,-0.781712,-0.781723,0.500000,1.450000
2,2,0.000385,6.606650,0.000359,-1.300164,0.500000,1.450000
3,3,-4.701392,4.701618,0.891558,-0.891347,0.500000,1.450000
4,4,-6.793733,0.000285,1.125593,0.000266,0.500000,1.450000
5,5,-4.682667,-4.683323,0.909030,0.908427,0.500000,1.450000
6,6,0.000000,-6.587421,0.000000,1.318107,0.500000,1.450000
7,7,4.801906,-4.801134,-0.797775,0.798486,0.500000,1.450000
0,0,6.596635,0.000454,-1.257043,0.000407,0.500000,1.500000
1,1,4.779832,4.779820,-0.785576,-0.785587,0.500000,1.500000
2,2,0.000403,6.541321,0.000361,-1.306590,0.500000,1.500000
3,3,-4.656594,4.656830,0.895964,-0.895753,0.500000,1.500000
4,4,-6.737175,0.000298,1.131156,0.000268,0.500000,1.500000
5,5,-4.636991,-4.637678,0.913523,0.912917,0.500000,1.500000
6,6,0.000000,-6.521190,0.000000,1.324622,0.500000,1.500000
7,7,4.761820,-4.761012,-0.801719,0.802433,0.500000,1.500000
0,0,6.533504,0.000474,-1.262608,0.000408,0.500000,1.550000
1,1,4.740380,4.740367,-0.789053,-0.789064,0.500000,1.550000
2,2,0.000421,6.475702,0.000363,-1.312374,0.500000,1.550000
3,3,-4.611597,4.611844,0.899931,-0.899718,0.500000,1.550000
4,4,-6.680367,0.000312,1.136164,0.000269,0.500000,1.550000
5,5,-4.591113,-4.591830,0.917567,0.916959,0.500000,1.550000
6,6,0.000000,-6.454666,0.000000,1.330486,0.500000,1.550000
7,7,4.721557,-4.720713,-0.805268,0.805985,0.500000,1.550000
0,0,6.470123,0.000495,-1.267616,0.000410,0.500000,1.600000
1,1,4.700770,4.700757,-0.792183,-0.792194,0.500000,1.600000
2,2,0.000439,6.409823,0.000364,-1.317580,0.500000,1.600000
3,3,-4.566422,4.566680,0.903500,-0.903287,0.500000,1.600000
4,4,-6.623334,0.000325,1.140670,0.000270,0.500000,1.600000
5,5,-4.545087,-4.545792,0.920510,0.920762,0.500000,1.600000
6,6,0.000035,-6.387886,0.000697,1.335597,0.500000,1.600000
7,7,4.681134,-4.680254,-0.808462,0.809182,0.500000,1.600000
0,0,6.406517,0.000515,-1.272124,0.000411,0.500000,1.650000
1,1,4.661020,4.661006,-0.795000,-0.795011,0.500000,1.650000
2,2,0.000475,6.343713,0.000719,-1.322193,0.500000,1.650000
3,3,-4.521104,4.521351,0.906359,-0.906570,0.500000,1.650000
4,4,-6.566097,0.000339,1.144726,0.000271,0.500000,1.650000
5,5,-4.498967,-4.499573,0.922397,0.924365,0.500000,1.650000
6,6,0.000139,-6.320885,0.002085,1.340017,0.500000,1.650000
7,7,4.640567,-4.639651,-0.811337,0.812060,0.500000,1.650000
0,0,6.342708,0.000536,-1.276180,0.000413,0.500000,1.700000
1,1,4.621144,4.621129,-0.797535,-0.797546,0.500000,1.700000
2,2,0.000566,6.277404,0.001811,-1.326190,0.500000,1.700000
3,3,-4.475696,4.475867,0.908160,-0.909680,0.500000,1.700000
4,4,-6.508679,0.000352,1.148377,0.000272,0.500000,1.700000
5,5,-4.452797,-4.453185,0.923407,0.927766,0.500000,1.700000
6,6,0.000340,-6.253693,0.004023,1.343836,0.500000,1.700000
7,7,4.599870,-4.598918,-0.813924,0.814649,0.500000,1.700000
0,0,6.278717,0.000557,-1.279831,0.000414,0.500000,1.750000
1,1,4.581153,4.581138,-0.799817,-0.799828,0.500000,1.750000
2,2,0.000740,6.210921,0.003489,-1.329652,0.500000,1.750000
3,3,-4.430242,4.430236,0.909085,-0.912615,0.500000,1.750000
4,4,-6.451095,0.000366,1.151662,0.000273,0.500000,1.750000
5,5,-4.406613,-4.406637,0.923685,0.930965,0.500000,1.750000
6,6,0.000660,-6.186336,0.006396,1.347134,0.500000,1.750000
7,7,4.559058,-4.558069,-0.816252,0.816980,0.500000,1.750000
0,0,6.214561,0.000577,-1.283117,0.000415,0.500000,1.800000
1,1,4.541059,4.541044,-0.801870,-0.801881,0.500000,1.800000
2,2,0.001022,6.144289,0.005633,-1.332648,0.500000,1.800000
3,3,-4.384778,4.384468,0.909283,-0.915374,0.500000,1.800000
4,4,-6.393364,0.000379,1.154619,0.000273,0.500000,1.800000
5,5,-4.360445,-4.359938,0.923354,0.933965,0.500000,1.800000
6,6,0.001116,-6.118838,0.009114,1.349979,0.500000,1.800000
7,7,4.518140,-4.517116,-0.818348,0.819077,0.500000,1.800000
0,0,6.150257,0.000598,-1.286074,0.000416,0.500000,1.850000
1,1,4.500873,4.500857,-0.803718,-0.803729,0.500000,1.850000
2,2,0.001429,6.077527,0.008146,-1.335244,0.500000,1.850000
3,3,-4.339334,4.338570,0.908876,-0.917957,0.500000,1.850000
4,4,-6.335501,0.000393,1.157280,0.000274,0.500000,1.850000
5,5,-4.314319,-4.313100,0.922511,0.936770,0.500000,1.850000
6,6,0.001721,-6.051216,0.012101,1.352432,0.500000,1.850000
7,7,4.477129,-4.476067,-0.820234,0.820965,0.500000,1.850000
0,0,6.085820,0.000619,-1.288736,0.000417,0.500000,1.900000
1,1,4.460604,4.460587,-0.805381,-0.805393,0.500000,1.900000
2,2,0.001976,6.010652,0.010950,-1.337493,0.500000,1.900000
3,3,-4.293936,4.292551,0.907967,-0.920367,0.500000,1.900000
4,4,-6.277517,0.000407,1.159675,0.000274,0.500000,1.900000
5,5,-4.268257,-4.266131,0.921241,0.939383,0.500000,1.900000
6,6,0.002486,-5.983489,0.015300,1.354547,0.500000,1.900000
7,7,4.436032,-4.434934,-0.821932,0.822664,0.500000,1.900000
0,0,6.021264,0.000640,-1.291131,0.000418,0.500000,1.950000
1,1,4.420260,4.420243,-0.806878,-0.806890,0.500000,1.950000
2,2,0.002675,5.943680,0.013981,-1.339444,0.500000,1.950000
3,3,-4.248604,4.246421,0.906638,-0.922605,0.500000,1.950000
4,4,-6.219425,0.000421,1.161830,0.000275,0.500000,1.950000
5,5,-4.222277,-4.219040,0.919611,0.941811,0.500000,1.950000
6,6,0.003419,-5.915670,0.018662,1.356371,0.500000,1.950000
7,7,4.394859,-4.393724,-0.823459,0.824193,0.500000,1.950000
0,0,5.956625,0.000674,-1.292774,0.000671,0.500000,2.000000
1,1,4.379849,4.379831,-0.808226,-0.808237,0.500000,2.000000
2,2,0.003532,5.876625,0.017130,-1.341096,0.500000,2.000000
3,3,-4.203356,4.200187,0.904958,-0.924675,0.500000,2.000000
4,4,-6.161237,0.000434,1.163770,0.000275,0.500000,2.000000
5,5,-4.176393,-4.171837,0.917678,0.944059,0.500000,2.000000
6,6,0.004504,-5.847788,0.021699,1.357646,0.500000,2.000000
7,7,4.353618,-4.352446,-0.824834,0.825569,0.500000,2.000000
0,0,5.891975,0.000717,-1.292996,0.000873,0.500000,2.050000
1,1,4.339377,4.339359,-0.809438,-0.809450,0.500000,2.050000
2,2,0.004522,5.809522,0.019806,-1.342069,0.500000,2.050000
3,3,-4.158210,4.153892,0.902928,-0.925907,0.500000,2.050000
4,4,-6.102961,0.000448,1.165516,0.000276,0.500000,2.050000
5,5,-4.130617,-4.124564,0.915520,0.945471,0.500000,2.050000
6,6,0.005717,-5.779873,0.024261,1.358285,0.500000,2.050000
7,7,4.312314,-4.311106,-0.826072,0.826808,0.500000,2.050000
0,0,5.827375,0.000769,-1.292003,0.001030,0.500000,2.100000
1,1,4.298851,4.298832,-0.810530,-0.810541,0.500000,2.100000
2,2,0.005634,5.742408,0.022227,-1.342275,0.500000,2.100000
3,3,-4.113181,4.107575,0.900564,-0.926332,0.500000,2.100000
4,4,-6.044607,0.000462,1.167088,0.000276,0.500000,2.100000
5,5,-4.084966,-4.077268,0.913014,0.945906,0.500000,2.100000
6,6,0.007040,-5.711955,0.026454,1.358363,0.500000,2.100000
7,7,4.270955,-4.269709,-0.827185,0.827923,0.500000,2.100000
0,0,5.762877,0.000826,-1.289961,0.001147,0.500000,2.150000
1,1,4.258275,4.258255,-0.811512,-0.811523,0.500000,2.150000
2,2,0.006867,5.675332,0.024672,-1.341513,0.500000,2.150000
3,3,-4.068260,4.061310,0.898423,-0.925309,0.500000,2.150000
4,4,-5.986235,0.000459,1.167440,-0.000062,0.500000,2.150000
5,5,-4.039456,-4.030014,0.910208,0.945096,0.500000,2.150000
6,6,0.008471,-5.644073,0.028628,1.357643,0.500000,2.150000
7,7,4.229545,-4.228263,-0.828188,0.828926,0.500000,2.150000
0,0,5.698518,0.000915,-1.287184,0.001789,0.500000,2.200000
1,1,4.217655,4.217635,-0.812396,-0.812407,0.500000,2.200000
2,2,0.008226,5.608335,0.027182,-1.339938,0.500000,2.200000
3,3,-4.023448,4.015161,0.896245,-0.922979,0.500000,2.200000
4,4,-5.927923,0.000437,1.166232,-0.000440,0.500000,2.200000
5,5,-3.994070,-3.982863,0.907715,0.943012,0.500000,2.200000
6,6,0.010016,-5.576266,0.030898,1.356147,0.500000,2.200000
7,7,4.188099,-4.186800,-0.828919,0.829269,0.500000,2.200000
0,0,5.634345,0.001071,-1.283464,0.003102,0.500000,2.250000
1,1,4.176996,4.176975,-0.813191,-0.813203,0.500000,2.250000
2,2,0.009714,5.541451,0.029756,-1.337680,0.500000,2.250000
3,3,-3.978752,3.969181,0.893911,-0.919598,0.500000,2.250000
4,4,-5.869727,0.000395,1.163921,-0.000843,0.500000,2.250000
5,5,-3.948821,-3.935872,0.904979,0.939821,0.500000,2.250000
6,6,0.011681,-5.508566,0.033296,1.353993,0.500000,2.250000
7,7,4.146630,-4.145355,-0.829391,0.828899,0.500000,2.250000
0,0,5.570422,0.001316,-1.278454,0.004907,0.500000,2.300000
1,1,4.136300,4.136279,-0.813907,-0.813919,0.500000,2.300000
2,2,0.011333,5.474708,0.032377,-1.334862,0.500000,2.300000
3,3,-3.934198,3.923417,0.891092,-0.915274,0.500000,2.300000
4,4,-5.811687,0.000332,1.160788,-0.001253,0.500000,2.300000
5,5,-3.903732,-3.889089,0.901792,0.935666,0.500000,2.300000
6,6,0.013472,-5.441001,0.035822,1.351306,0.500000,2.300000
7,7,4.105146,-4.103957,-0.829671,0.827954,0.500000,2.300000
0,0,5.506796,0.001625,-1.272523,0.006191,0.500000,2.350000
1,1,4.095592,4.095595,-0.814179,-0.813682,0.500000,2.350000
2,2,0.013080,5.408336,0.034949,-1.327443,0.500000,2.350000
3,3,-3.889815,3.877912,0.887665,-0.910114,0.500000,2.350000
4,4,-5.753837,0.000249,1.157006,-0.001660,0.500000,2.350000
5,5,-3.858821,-3.842554,0.898210,0.930688,0.500000,2.350000
6,6,0.015361,-5.373762,0.037788,1.344783,0.500000,2.350000
7,7,4.063692,-4.062668,-0.829079,0.825787,0.500000,2.350000
0,0,5.443500,0.001973,-1.265922,0.006952,0.500000,2.400000
1,1,4.054886,4.054967,-0.814120,-0.812568,0.500000,2.400000
2,2,0.014956,5.342356,0.037520,-1.319609,0.500000,2.400000
3,3,-3.845624,3.832693,0.883818,-0.904382,0.500000,2.400000
4,4,-5.696202,0.000146,1.152706,-0.002067,0.500000,2.400000
5,5,-3.814104,-3.796296,0.894348,0.925164,0.500000,2.400000
6,6,0.017301,-5.306827,0.038793,1.338688,0.500000,2.400000
7,7,4.022326,-4.021548,-0.827332,0.822390,0.500000,2.400000
0,0,5.380566,0.002335,-1.258668,0.007242,0.500000,2.450000
1,1,4.014250,4.014483,-0.812714,-0.809663,0.500000,2.450000
2,2,0.016903,5.276742,0.038931,-1.312272,0.500000,2.450000
3,3,-3.801643,3.787785,0.879606,-0.898143,0.500000,2.450000
4,4,-5.638802,0.000022,1.147990,-0.002476,0.500000,2.450000
5,5,-3.769596,-3.750337,0.890162,0.919182,0.500000,2.450000
6,6,0.019267,-5.240199,0.039311,1.332554,0.500000,2.450000
7,7,3.981083,-3.980640,-0.824853,0.818157,0.500000,2.450000
